#chr1	x1	x2	chr2:y1-y2,2
chr2	104880000	104890000	chr2:105210000-105220000,2
chr2	103780000	103790000	chr2:103840000-103850000,2
chr2	83660000	83670000	chr2:83770000-83780000,2
chr2	79800000	79810000	chr2:80260000-80270000,2
chr2	74700000	74710000	chr2:75120000-75130000,2
chr2	48130000	48140000	chr2:48200000-48210000,2
chr2	38150000	38160000	chr2:38490000-38500000,2
chr2	36270000	36280000	chr2:37350000-37360000,2
chr2	144140000	144150000	chr2:144200000-144210000,2
chr2	143860000	143870000	chr2:144160000-144170000,2
chr2	137190000	137200000	chr2:137420000-137430000,2
chr2	131670000	131680000	chr2:131800000-131810000,2
chr2	129200000	129210000	chr2:129560000-129570000,2
chr2	119320000	119330000	chr2:119570000-119580000,2
chr2	103490000	103500000	chr2:103760000-103770000,2
chr2	72500000	72510000	chr2:73280000-73290000,2
chr2	57240000	57250000	chr2:57360000-57370000,2
chr2	25910000	25920000	chr2:25960000-25970000,2
chr2	25630000	25640000	chr2:25790000-25800000,2
chr2	18430000	18440000	chr2:18590000-18600000,2
chr2	7630000	7640000	chr2:7720000-7730000,2
chr2	6450000	6460000	chr2:6500000-6510000,2
chr2	180360000	180370000	chr2:180560000-180570000,2
chr2	163530000	163540000	chr2:163720000-163730000,2
chr2	163450000	163460000	chr2:163580000-163590000,2
chr2	148730000	148740000	chr2:148900000-148910000,2
chr2	131850000	131860000	chr2:132040000-132050000,2
chr2	124980000	124990000	chr2:125040000-125050000,2
chr2	122660000	122670000	chr2:122740000-122750000,2
chr2	122630000	122640000	chr2:122740000-122750000,2
chr2	117990000	118000000	chr2:118230000-118240000,2
chr2	113640000	113650000	chr2:113800000-113810000,2
chr2	109900000	109910000	chr2:110060000-110070000,2
chr2	103160000	103170000	chr2:103210000-103220000,2
chr2	93720000	93730000	chr2:93780000-93790000,2
chr2	80020000	80030000	chr2:80260000-80270000,2
chr2	79130000	79140000	chr2:79590000-79600000,2
chr2	62120000	62130000	chr2:62180000-62190000,2
chr2	45110000	45120000	chr2:46440000-46450000,2
chr2	28640000	28650000	chr2:28740000-28750000,2
chr2	16350000	16360000	chr2:16820000-16830000,2
chr2	9450000	9460000	chr2:9870000-9880000,2
chr2	6700000	6710000	chr2:6820000-6830000,2
chr2	6680000	6690000	chr2:7150000-7160000,2
chr2	180650000	180660000	chr2:180740000-180750000,2
chr2	134550000	134560000	chr2:134670000-134680000,2
chr2	132750000	132760000	chr2:132810000-132820000,2
chr2	77250000	77260000	chr2:77690000-77700000,2
chr2	29740000	29750000	chr2:29860000-29870000,2
chr2	29260000	29270000	chr2:29510000-29520000,2
chr2	23310000	23320000	chr2:24350000-24360000,2
chr2	22260000	22270000	chr2:22620000-22630000,2
chr2	163530000	163540000	chr2:163750000-163760000,2
chr2	131380000	131390000	chr2:131800000-131810000,2
chr2	36000000	36010000	chr2:36270000-36280000,2
chr2	34130000	34140000	chr2:34630000-34640000,2
chr2	28690000	28700000	chr2:28880000-28890000,2
chr2	14320000	14330000	chr2:14390000-14400000,2
chr2	4710000	4720000	chr2:4850000-4860000,2
chr2	174070000	174080000	chr2:174300000-174310000,2
chr2	165170000	165180000	chr2:165400000-165410000,2
chr2	150300000	150310000	chr2:150360000-150370000,2
chr2	134540000	134550000	chr2:134780000-134790000,2
chr2	120870000	120880000	chr2:121100000-121110000,2
chr2	116100000	116110000	chr2:116830000-116840000,2
chr2	71400000	71410000	chr2:71550000-71560000,2
chr2	60980000	60990000	chr2:61070000-61080000,2
chr2	50650000	50660000	chr2:51910000-51920000,2
chr2	46470000	46480000	chr2:46870000-46880000,2
chr2	45180000	45190000	chr2:45780000-45790000,2
chr2	26680000	26690000	chr2:26860000-26870000,2
chr2	17440000	17450000	chr2:17800000-17810000,2
chr2	166110000	166120000	chr2:166250000-166260000,2
chr2	165090000	165100000	chr2:165280000-165290000,2
chr2	156980000	156990000	chr2:157100000-157110000,2
chr2	132320000	132330000	chr2:132710000-132720000,2
chr2	122250000	122260000	chr2:122620000-122630000,2
chr2	121040000	121050000	chr2:121100000-121110000,2
chr2	119320000	119330000	chr2:119530000-119540000,2
chr2	101980000	101990000	chr2:102450000-102460000,2
chr2	92950000	92960000	chr2:93180000-93190000,2
chr2	34070000	34080000	chr2:34130000-34140000,2
chr2	32130000	32140000	chr2:32200000-32210000,2
chr2	20650000	20660000	chr2:20710000-20720000,2
chr2	11500000	11510000	chr2:11580000-11590000,2
chr2	8700000	8710000	chr2:8970000-8980000,2
chr2	145180000	145190000	chr2:145670000-145680000,2
chr2	145150000	145160000	chr2:145520000-145530000,2
chr2	141870000	141880000	chr2:141930000-141940000,2
chr2	139970000	139980000	chr2:140060000-140070000,2
chr2	139780000	139790000	chr2:139970000-139980000,2
chr2	128030000	128040000	chr2:128380000-128390000,2
chr2	45430000	45440000	chr2:46560000-46570000,2
chr2	32320000	32330000	chr2:32520000-32530000,2
chr2	30390000	30400000	chr2:30940000-30950000,2
chr2	8740000	8750000	chr2:9870000-9880000,2
chr2	7940000	7950000	chr2:8040000-8050000,2
chr2	131260000	131270000	chr2:131800000-131810000,2
chr2	77210000	77220000	chr2:77260000-77270000,2
chr2	58070000	58080000	chr2:58170000-58180000,2
chr2	50670000	50680000	chr2:51050000-51060000,2
chr2	34070000	34080000	chr2:34220000-34230000,2
chr2	30460000	30470000	chr2:30810000-30820000,2
chr2	24950000	24960000	chr2:25170000-25180000,2
chr2	16160000	16170000	chr2:16350000-16360000,2
chr2	12480000	12490000	chr2:12890000-12900000,2
chr2	147870000	147880000	chr2:148000000-148010000,2
chr2	125880000	125890000	chr2:126240000-126250000,2
chr2	122170000	122180000	chr2:122620000-122630000,2
chr2	92000000	92010000	chr2:92440000-92450000,2
chr2	58620000	58630000	chr2:58680000-58690000,2
chr2	55080000	55090000	chr2:55830000-55840000,2
chr2	50530000	50540000	chr2:51910000-51920000,2
chr2	14160000	14170000	chr2:14460000-14470000,2
chr2	4910000	4920000	chr2:4990000-5000000,2
chr2	168460000	168470000	chr2:168620000-168630000,2
chr2	157850000	157860000	chr2:158040000-158050000,2
chr2	153680000	153690000	chr2:153780000-153790000,2
chr2	146630000	146640000	chr2:147180000-147190000,2
chr2	120170000	120180000	chr2:120230000-120240000,2
chr2	118980000	118990000	chr2:119070000-119080000,2
chr2	93860000	93870000	chr2:94270000-94280000,2
chr2	32980000	32990000	chr2:33400000-33410000,2
chr2	30470000	30480000	chr2:30940000-30950000,2
chr2	16530000	16540000	chr2:16750000-16760000,2
chr2	168270000	168280000	chr2:168400000-168410000,2
chr2	165680000	165690000	chr2:165750000-165760000,2
chr2	154940000	154950000	chr2:155070000-155080000,2
chr2	146940000	146950000	chr2:147190000-147200000,2
chr2	145180000	145190000	chr2:145440000-145450000,2
chr2	101830000	101840000	chr2:102450000-102460000,2
chr2	70380000	70390000	chr2:70500000-70510000,2
chr2	180220000	180230000	chr2:180690000-180700000,2
chr2	122370000	122380000	chr2:122730000-122740000,2
chr2	114080000	114090000	chr2:114140000-114150000,2
chr2	58240000	58250000	chr2:58640000-58650000,2
chr2	43710000	43720000	chr2:45110000-45120000,2
chr2	26680000	26690000	chr2:26780000-26790000,2
chr2	14320000	14330000	chr2:14620000-14630000,2
chr2	174080000	174090000	chr2:174670000-174680000,2
chr2	157730000	157740000	chr2:157910000-157920000,2
chr2	153030000	153040000	chr2:153260000-153270000,2
chr2	133790000	133800000	chr2:134120000-134130000,2
chr2	89860000	89870000	chr2:89990000-90000000,2
chr2	77400000	77410000	chr2:78030000-78040000,2
chr2	72760000	72770000	chr2:120830000-120840000,2
chr2	58610000	58620000	chr2:59470000-59480000,2
chr2	45360000	45370000	chr2:47290000-47300000,2
chr2	33860000	33870000	chr2:34070000-34080000,2
chr2	28770000	28780000	chr2:29150000-29160000,2
chr2	10520000	10530000	chr2:10770000-10780000,2
chr2	180340000	180350000	chr2:180790000-180800000,2
chr2	167690000	167700000	chr2:168100000-168110000,2
chr2	158620000	158630000	chr2:158830000-158840000,2
chr2	107030000	107040000	chr2:107140000-107150000,2
chr2	97700000	97710000	chr2:98060000-98070000,2
chr2	72530000	72540000	chr2:72800000-72810000,2
chr2	55200000	55210000	chr2:55820000-55830000,2
chr2	150300000	150310000	chr2:150390000-150400000,2
chr2	114870000	114880000	chr2:115670000-115680000,2
chr2	98670000	98680000	chr2:98760000-98770000,2
chr2	98540000	98550000	chr2:98650000-98660000,2
chr2	94470000	94480000	chr2:96030000-96040000,2
chr2	45110000	45120000	chr2:47180000-47190000,2
chr2	33860000	33870000	chr2:34000000-34010000,2
chr2	26090000	26100000	chr2:26280000-26290000,2
chr2	168240000	168250000	chr2:168620000-168630000,2
chr2	165090000	165100000	chr2:165330000-165340000,2
chr2	122170000	122180000	chr2:122740000-122750000,2
chr2	103800000	103810000	chr2:103880000-103890000,2
chr2	74830000	74840000	chr2:75570000-75580000,2
chr2	172480000	172490000	chr2:172970000-172980000,2
chr2	165850000	165860000	chr2:166270000-166280000,2
chr2	146660000	146670000	chr2:147160000-147170000,2
chr2	59520000	59530000	chr2:60400000-60410000,2
chr2	55680000	55690000	chr2:55820000-55830000,2
chr2	160270000	160280000	chr2:160570000-160580000,2
chr2	155390000	155400000	chr2:155780000-155790000,2
chr2	136430000	136440000	chr2:137940000-137950000,2
chr2	36370000	36380000	chr2:36570000-36580000,2
chr2	13280000	13290000	chr2:14400000-14410000,2
chr2	10450000	10460000	chr2:11000000-11010000,2
chr2	7280000	7290000	chr2:7620000-7630000,2
chr2	87750000	87760000	chr2:97660000-97670000,2
chr2	32760000	32770000	chr2:33200000-33210000,2
chr2	166060000	166070000	chr2:166870000-166880000,2
chr2	135360000	135370000	chr2:136890000-136900000,2
chr2	14040000	14050000	chr2:14630000-14640000,2
chr2	10070000	10080000	chr2:10450000-10460000,2
chr2	8280000	8290000	chr2:9250000-9260000,2
chr2	152720000	152730000	chr2:153400000-153410000,2
chr2	81470000	81480000	chr2:144240000-144250000,2
chr2	71140000	71150000	chr2:126030000-126040000,2
chr2	55770000	55780000	chr2:55860000-55870000,2
chr2	18450000	18460000	chr2:18540000-18550000,2
chr2	17710000	17720000	chr2:17800000-17810000,2
chr2	74950000	74960000	chr2:75050000-75060000,2
chr2	28770000	28780000	chr2:28900000-28910000,2
chr2	166170000	166180000	chr2:166260000-166270000,2
chr2	110080000	110090000	chr2:110180000-110190000,2
chr2	173270000	173280000	chr2:173410000-173420000,2
chr2	113660000	113670000	chr2:113720000-113730000,2
chr2	180190000	180200000	chr2:180250000-180260000,2
chr2	121600000	121610000	chr2:121690000-121700000,2
chr2	26490000	26500000	chr2:26550000-26560000,2
chr2	37920000	37930000	chr2:38360000-38370000,2
chr2	26340000	26350000	chr2:26390000-26400000,2
chr2	124520000	124530000	chr2:124570000-124580000,2
chr2	157220000	157230000	chr2:157270000-157280000,2
chr2	35210000	35220000	chr2:35330000-35340000,2
chr2	7090000	7100000	chr2:7150000-7160000,2
chr2	9480000	9490000	chr2:9750000-9760000,2
chr2	129500000	129510000	chr2:129550000-129560000,2
chr2	77070000	77080000	chr2:77200000-77210000,2
chr2	38640000	38650000	chr2:38730000-38740000,2
chr2	38820000	38830000	chr2:38980000-38990000,2
chr2	131720000	131730000	chr2:131800000-131810000,2
chr2	134670000	134680000	chr2:135320000-135330000,2
chr2	120730000	120740000	chr2:120870000-120880000,2
chr2	156600000	156610000	chr2:156670000-156680000,2
chr2	135560000	135570000	chr2:135610000-135620000,2
chr2	170100000	170110000	chr2:170340000-170350000,2
chr2	27110000	27120000	chr2:27170000-27180000,2
chr2	18030000	18040000	chr2:18200000-18210000,2
chr2	5360000	5370000	chr2:5410000-5420000,2
chr2	37920000	37930000	chr2:38400000-38410000,2
chr2	31570000	31580000	chr2:31630000-31640000,2
chr2	131540000	131550000	chr2:131770000-131780000,2
chr2	117550000	117560000	chr2:118080000-118090000,2
chr2	120770000	120780000	chr2:120870000-120880000,2
chr2	102810000	102820000	chr2:102860000-102870000,2
chr2	70700000	70710000	chr2:71040000-71050000,2
chr2	27560000	27570000	chr2:27650000-27660000,2
chr2	93860000	93870000	chr2:93970000-93980000,2
chr2	79080000	79090000	chr2:79130000-79140000,2
chr2	131540000	131550000	chr2:131800000-131810000,2
chr2	131270000	131280000	chr2:131380000-131390000,2
chr2	165170000	165180000	chr2:165280000-165290000,2
chr2	156000000	156010000	chr2:156090000-156100000,2
chr2	136890000	136900000	chr2:137110000-137120000,2
chr2	131270000	131280000	chr2:131320000-131330000,2
chr2	119410000	119420000	chr2:119540000-119550000,2
chr2	157170000	157180000	chr2:157220000-157230000,2
chr2	122370000	122380000	chr2:122620000-122630000,2
chr2	74830000	74840000	chr2:74880000-74890000,2
chr2	3600000	3610000	chr2:3660000-3670000,2
chr2	29960000	29970000	chr2:30020000-30030000,2
chr2	65130000	65140000	chr2:65290000-65300000,2
chr2	27650000	27660000	chr2:27710000-27720000,2
chr2	85030000	85040000	chr2:85090000-85100000,2
chr2	31920000	31930000	chr2:31970000-31980000,2
chr2	102850000	102860000	chr2:103010000-103020000,2
chr2	71650000	71660000	chr2:71810000-71820000,2
chr2	32400000	32410000	chr2:32490000-32500000,2
chr2	135860000	135870000	chr2:135950000-135960000,2
chr2	115610000	115620000	chr2:115670000-115680000,2
chr2	58460000	58470000	chr2:58560000-58570000,2
chr2	62340000	62350000	chr2:62400000-62410000,2
chr2	72980000	72990000	chr2:73030000-73040000,2
chr2	163530000	163540000	chr2:163590000-163600000,2
chr2	128420000	128430000	chr2:128520000-128530000,2
chr2	102860000	102870000	chr2:102940000-102950000,2
chr2	117660000	117670000	chr2:117730000-117740000,2
chr2	73290000	73300000	chr2:73390000-73400000,2
chr2	49950000	49960000	chr2:50060000-50070000,2
chr2	24290000	24300000	chr2:24560000-24570000,2
chr2	119320000	119330000	chr2:119390000-119400000,2
chr2	94050000	94060000	chr2:94270000-94280000,2
chr2	94050000	94060000	chr2:94100000-94110000,2
chr2	144010000	144020000	chr2:144160000-144170000,2
chr2	31230000	31240000	chr2:31290000-31300000,2
chr2	73580000	73590000	chr2:73730000-73740000,2
chr2	134910000	134920000	chr2:135290000-135300000,2
chr2	145180000	145190000	chr2:145310000-145320000,2
chr2	165910000	165920000	chr2:166040000-166050000,2
chr2	30230000	30240000	chr2:30390000-30400000,2
chr2	58740000	58750000	chr2:59440000-59450000,2
chr2	109550000	109560000	chr2:109620000-109630000,2
chr2	119970000	119980000	chr2:120070000-120080000,2
chr2	156000000	156010000	chr2:156060000-156070000,2
chr2	119220000	119230000	chr2:119410000-119420000,2
chr2	155140000	155150000	chr2:155210000-155220000,2
chr2	30700000	30710000	chr2:30940000-30950000,2
chr2	48940000	48950000	chr2:49730000-49740000,2
chr2	129510000	129520000	chr2:129600000-129610000,2
chr2	135210000	135220000	chr2:135290000-135300000,2
chr2	27370000	27380000	chr2:27430000-27440000,2
chr2	79890000	79900000	chr2:80260000-80270000,2
chr2	144160000	144170000	chr2:144260000-144270000,2
chr2	3160000	3170000	chr2:3230000-3240000,2
chr2	59540000	59550000	chr2:59710000-59720000,2
chr2	104140000	104150000	chr2:104410000-104420000,2
chr2	135380000	135390000	chr2:135560000-135570000,2
chr2	33050000	33060000	chr2:33200000-33210000,2
chr2	58740000	58750000	chr2:59280000-59290000,2
chr2	109290000	109300000	chr2:109550000-109560000,2
chr2	156540000	156550000	chr2:156700000-156710000,2
chr2	77480000	77490000	chr2:77540000-77550000,2
chr2	70830000	70840000	chr2:70890000-70900000,2
chr2	131350000	131360000	chr2:131470000-131480000,2
chr2	72900000	72910000	chr2:72950000-72960000,2
chr2	129170000	129180000	chr2:129250000-129260000,2
chr2	65410000	65420000	chr2:65510000-65520000,2
chr2	134710000	134720000	chr2:135290000-135300000,2
chr2	84550000	84560000	chr2:84700000-84710000,2
chr2	56330000	56340000	chr2:56450000-56460000,2
chr2	156000000	156010000	chr2:156140000-156150000,2
chr2	117550000	117560000	chr2:117990000-118000000,2
chr2	68970000	68980000	chr2:69200000-69210000,2
chr2	32360000	32370000	chr2:32420000-32430000,2
chr2	157170000	157180000	chr2:157270000-157280000,2
chr2	131260000	131270000	chr2:131500000-131510000,2
chr2	69640000	69650000	chr2:69700000-69710000,2
chr2	165850000	165860000	chr2:166040000-166050000,2
chr2	134780000	134790000	chr2:135070000-135080000,2
chr2	56130000	56140000	chr2:56330000-56340000,2
chr2	37920000	37930000	chr2:38490000-38500000,2
chr2	28280000	28290000	chr2:28390000-28400000,2
chr2	144070000	144080000	chr2:144160000-144170000,2
chr2	5110000	5120000	chr2:5160000-5170000,2
chr2	122030000	122040000	chr2:122140000-122150000,2
chr2	113530000	113540000	chr2:113590000-113600000,2
chr2	73030000	73040000	chr2:73280000-73290000,2
chr2	32320000	32330000	chr2:32400000-32410000,2
chr2	18910000	18920000	chr2:19110000-19120000,2
chr2	153030000	153040000	chr2:153160000-153170000,2
chr2	31100000	31110000	chr2:31150000-31160000,2
chr2	181280000	181290000	chr2:181350000-181360000,2
chr3	88675000	88700000	chr3:88900000-88925000,2
chr3	94650000	94675000	chr3:94825000-94850000,2
chr3	19525000	19550000	chr3:19625000-19650000,2
chr3	151875000	151900000	chr3:152075000-152100000,2
chr3	121525000	121550000	chr3:121700000-121725000,2
chr3	27700000	27725000	chr3:27925000-27950000,2
chr3	136425000	136450000	chr3:136650000-136675000,2
chr3	99650000	99675000	chr3:99800000-99825000,2
chr3	60375000	60400000	chr3:60600000-60625000,2
chr3	96325000	96350000	chr3:96425000-96450000,2
chr3	96325000	96350000	chr3:96500000-96525000,2
chr3	21500000	21525000	chr3:21750000-21775000,2
chr3	123500000	123525000	chr3:124575000-124600000,2
chr3	38250000	38275000	chr3:38425000-38450000,2
chr3	131975000	132000000	chr3:132075000-132100000,2
chr3	101600000	101625000	chr3:101800000-101825000,2
chr3	100775000	100800000	chr3:100925000-100950000,2
chr3	21925000	21950000	chr3:22175000-22200000,2
chr3	104075000	104100000	chr3:104675000-104700000,2
chr3	66350000	66375000	chr3:67325000-67350000,2
chr3	57850000	57875000	chr3:58100000-58125000,2
chr3	7500000	7525000	chr3:7950000-7975000,2
chr3	146200000	146225000	chr3:146475000-146500000,2
chr3	131950000	131975000	chr3:132475000-132500000,2
chr3	121300000	121325000	chr3:121750000-121775000,2
chr3	81025000	81050000	chr3:81750000-81775000,2
chr3	7500000	7525000	chr3:8900000-8925000,2
chr3	104200000	104225000	chr3:104675000-104700000,2
chr3	100175000	100200000	chr3:100525000-100550000,2
chr3	33800000	33825000	chr3:34025000-34050000,2
chr3	69475000	69500000	chr3:69700000-69725000,2
chr3	127975000	128000000	chr3:129200000-129225000,2
chr3	138925000	138950000	chr3:139100000-139125000,2
chr3	14675000	14700000	chr3:15100000-15125000,2
chr3	124800000	124825000	chr3:125050000-125075000,2
chr3	119725000	119750000	chr3:120175000-120200000,2
chr3	85575000	85600000	chr3:86100000-86125000,2
chr3	31300000	31325000	chr3:31450000-31475000,2
chr3	141850000	141875000	chr3:142425000-142450000,2
chr3	129925000	129950000	chr3:130675000-130700000,2
chr3	130750000	130775000	chr3:131100000-131125000,2
chr3	20650000	20675000	chr3:21525000-21550000,2
chr3	69225000	69250000	chr3:69700000-69725000,2
chr3	4900000	4925000	chr3:5200000-5225000,2
chr3	123775000	123800000	chr3:124575000-124600000,2
chr3	101100000	101125000	chr3:101450000-101475000,2
chr3	79925000	79950000	chr3:81025000-81050000,2
chr3	50300000	50325000	chr3:51150000-51175000,2
chr3	50100000	50125000	chr3:51150000-51175000,2
chr3	78950000	78975000	chr3:79575000-79600000,2
chr3	39800000	39825000	chr3:40375000-40400000,2
chr3	92500000	92525000	chr3:93000000-93025000,2
chr3	53550000	53575000	chr3:54300000-54325000,2
chr3	121525000	121550000	chr3:122100000-122125000,2
chr3	59150000	59175000	chr3:60500000-60525000,2
chr3	53725000	53750000	chr3:54275000-54300000,2
chr3	37450000	37475000	chr3:38200000-38225000,2
chr3	8950000	8975000	chr3:9225000-9250000,2
chr3	157525000	157550000	chr3:157950000-157975000,2
chr3	116025000	116050000	chr3:116575000-116600000,2
chr3	68050000	68075000	chr3:68525000-68550000,2
chr3	59850000	59875000	chr3:60500000-60525000,2
chr3	117150000	117175000	chr3:117425000-117450000,2
chr3	54800000	54825000	chr3:55350000-55375000,2
chr3	31825000	31850000	chr3:32175000-32200000,2
chr3	78950000	78975000	chr3:79475000-79500000,2
chr3	153625000	153650000	chr3:153800000-153825000,2
chr3	135725000	135750000	chr3:136150000-136175000,2
chr3	60400000	60425000	chr3:60700000-60725000,2
chr3	38875000	38900000	chr3:39800000-39825000,2
chr3	155075000	155100000	chr3:157525000-157550000,2
chr3	20650000	20675000	chr3:21425000-21450000,2
chr3	7500000	7525000	chr3:8775000-8800000,2
chr3	152750000	152775000	chr3:153450000-153475000,2
chr3	131675000	131700000	chr3:132675000-132700000,2
chr3	127325000	127350000	chr3:127425000-127450000,2
chr3	59850000	59875000	chr3:60750000-60775000,2
chr3	33800000	33825000	chr3:34425000-34450000,2
chr3	29725000	29750000	chr3:30525000-30550000,2
chr3	3950000	3975000	chr3:4125000-4150000,2
chr3	8125000	8150000	chr3:8525000-8550000,2
chr3	152775000	152800000	chr3:153800000-153825000,2
chr3	55975000	56000000	chr3:57000000-57025000,2
chr3	49075000	49100000	chr3:50075000-50100000,2
chr3	96050000	96075000	chr3:96400000-96425000,2
chr3	147675000	147700000	chr3:148950000-148975000,2
chr3	4125000	4150000	chr3:4250000-4275000,2
chr3	153200000	153225000	chr3:153800000-153825000,2
chr3	55550000	55575000	chr3:57000000-57025000,2
chr3	31150000	31175000	chr3:31575000-31600000,2
chr3	3750000	3775000	chr3:5200000-5225000,2
chr3	28800000	28825000	chr3:28950000-28975000,2
chr3	152775000	152800000	chr3:153900000-153925000,2
chr3	93850000	93875000	chr3:94125000-94150000,2
chr3	7475000	7500000	chr3:7575000-7600000,2
chr3	64025000	64050000	chr3:64750000-64775000,2
chr3	92050000	92075000	chr3:93500000-93525000,2
chr3	156850000	156875000	chr3:157825000-157850000,2
chr3	69750000	69775000	chr3:73050000-73075000,2
chr3	69900000	69925000	chr3:94675000-94700000,2
chr3	35600000	35625000	chr3:50100000-50125000,2
chr3	93850000	93875000	chr3:124175000-124200000,2
chr3	51290000	51295000	chr3:51365000-51370000,2
chr3	109180000	109185000	chr3:109245000-109250000,2
chr3	65640000	65645000	chr3:65950000-65955000,2
chr3	19245000	19250000	chr3:19315000-19320000,2
chr3	97940000	97945000	chr3:98085000-98090000,2
chr3	115710000	115715000	chr3:115940000-115945000,2
chr3	104140000	104145000	chr3:104215000-104220000,2
chr3	41230000	41235000	chr3:41295000-41300000,2
chr3	36465000	36470000	chr3:36565000-36570000,2
chr3	32460000	32465000	chr3:32495000-32500000,2
chr3	36790000	36795000	chr3:36825000-36830000,2
chr3	39465000	39470000	chr3:39520000-39525000,2
chr3	28655000	28660000	chr3:28745000-28750000,2
chr3	27560000	27565000	chr3:27625000-27630000,2
chr3	14575000	14580000	chr3:14640000-14645000,2
chr3	9170000	9175000	chr3:9205000-9210000,2
chr3	8855000	8860000	chr3:8920000-8925000,2
chr3	152495000	152500000	chr3:152600000-152605000,2
chr3	152270000	152275000	chr3:152360000-152365000,2
chr3	146305000	146310000	chr3:146340000-146345000,2
chr3	145280000	145285000	chr3:145365000-145370000,2
chr3	128765000	128770000	chr3:129200000-129205000,2
chr3	143950000	143955000	chr3:143985000-143990000,2
chr3	128520000	128525000	chr3:129205000-129210000,2
chr3	122940000	122945000	chr3:123325000-123330000,2
chr3	109730000	109735000	chr3:109800000-109805000,2
chr3	106545000	106550000	chr3:106720000-106725000,2
chr3	102735000	102740000	chr3:102820000-102825000,2
chr3	102715000	102720000	chr3:102790000-102795000,2
chr3	101980000	101985000	chr3:102015000-102020000,2
chr3	101110000	101115000	chr3:101290000-101295000,2
chr3	97025000	97030000	chr3:97075000-97080000,2
chr3	96765000	96770000	chr3:96855000-96860000,2
chr3	95795000	95800000	chr3:95830000-95835000,2
chr3	90320000	90325000	chr3:90380000-90385000,2
chr3	89210000	89215000	chr3:89245000-89250000,2
chr3	88585000	88590000	chr3:88630000-88635000,2
chr3	88405000	88410000	chr3:88495000-88500000,2
chr3	84040000	84045000	chr3:84110000-84115000,2
chr3	79850000	79855000	chr3:80050000-80055000,2
chr3	79225000	79230000	chr3:79445000-79450000,2
chr3	60325000	60330000	chr3:60605000-60610000,2
chr3	58835000	58840000	chr3:58880000-58885000,2
chr3	58655000	58660000	chr3:58690000-58695000,2
chr3	57945000	57950000	chr3:58000000-58005000,2
chr3	57675000	57680000	chr3:57720000-57725000,2
chr3	52255000	52260000	chr3:52835000-52840000,2
chr3	52045000	52050000	chr3:52200000-52205000,2
chr3	51120000	51125000	chr3:51170000-51175000,2
chr3	39270000	39275000	chr3:39345000-39350000,2
chr3	38515000	38520000	chr3:38580000-38585000,2
chr3	38250000	38255000	chr3:38850000-38855000,2
chr3	38015000	38020000	chr3:38075000-38080000,2
chr3	37835000	37840000	chr3:37870000-37875000,2
chr3	37320000	37325000	chr3:37395000-37400000,2
chr3	37225000	37230000	chr3:37395000-37400000,2
chr3	36165000	36170000	chr3:36210000-36215000,2
chr3	28170000	28175000	chr3:28480000-28485000,2
chr3	27520000	27525000	chr3:27560000-27565000,2
chr3	27490000	27495000	chr3:28105000-28110000,2
chr3	19640000	19645000	chr3:19675000-19680000,2
chr3	7370000	7375000	chr3:7405000-7410000,2
chr3	145735000	145740000	chr3:145900000-145905000,2
chr3	146825000	146830000	chr3:146865000-146870000,2
chr3	146675000	146680000	chr3:146710000-146715000,2
chr3	145415000	145420000	chr3:145455000-145460000,2
chr3	145145000	145150000	chr3:145200000-145205000,2
chr3	144325000	144330000	chr3:144370000-144375000,2
chr3	144190000	144195000	chr3:144230000-144235000,2
chr3	143380000	143385000	chr3:143420000-143425000,2
chr3	138840000	138845000	chr3:138905000-138910000,2
chr3	132345000	132350000	chr3:132435000-132440000,2
chr3	132145000	132150000	chr3:132180000-132185000,2
chr3	131050000	131055000	chr3:131085000-131090000,2
chr3	129595000	129600000	chr3:129640000-129645000,2
chr3	127640000	127645000	chr3:127725000-127730000,2
chr3	125145000	125150000	chr3:125405000-125410000,2
chr3	126595000	126600000	chr3:126695000-126700000,2
chr3	116595000	116600000	chr3:116830000-116835000,2
chr3	109295000	109300000	chr3:109465000-109470000,2
chr3	116290000	116295000	chr3:116325000-116330000,2
chr3	109170000	109175000	chr3:109465000-109470000,2
chr3	104935000	104940000	chr3:105055000-105060000,2
chr3	101510000	101515000	chr3:101560000-101565000,2
chr3	95730000	95735000	chr3:95795000-95800000,2
chr3	87955000	87960000	chr3:88000000-88005000,2
chr3	84175000	84180000	chr3:84545000-84550000,2
chr3	83585000	83590000	chr3:83620000-83625000,2
chr3	83485000	83490000	chr3:83560000-83565000,2
chr3	81830000	81835000	chr3:81885000-81890000,2
chr3	79225000	79230000	chr3:79325000-79330000,2
chr3	79080000	79085000	chr3:79165000-79170000,2
chr3	67640000	67645000	chr3:67715000-67720000,2
chr3	67460000	67465000	chr3:67495000-67500000,2
chr3	65565000	65570000	chr3:65600000-65605000,2
chr3	58545000	58550000	chr3:58635000-58640000,2
chr3	57250000	57255000	chr3:57290000-57295000,2
chr3	55375000	55380000	chr3:55415000-55420000,2
chr3	53460000	53465000	chr3:53495000-53500000,2
chr3	52610000	52615000	chr3:52645000-52650000,2
chr3	51715000	51720000	chr3:51755000-51760000,2
chr3	38000000	38005000	chr3:38090000-38095000,2
chr3	37755000	37760000	chr3:37790000-37795000,2
chr3	36685000	36690000	chr3:36770000-36775000,2
chr3	30600000	30605000	chr3:30655000-30660000,2
chr3	30200000	30205000	chr3:30295000-30300000,2
chr3	21935000	21940000	chr3:22075000-22080000,2
